,year,Experiment,Model,adjusted_world_tas_anom,adjusted_no_arctic_tas_anom
0,1850,historical,ACCESS-CM2,,
392,1851,historical,ACCESS-CM2,,
783,1852,historical,ACCESS-CM2,,
1174,1853,historical,ACCESS-CM2,,
1565,1854,historical,ACCESS-CM2,,
1956,1855,historical,ACCESS-CM2,,
2347,1856,historical,ACCESS-CM2,,
2738,1857,historical,ACCESS-CM2,,
3129,1858,historical,ACCESS-CM2,,
3520,1859,historical,ACCESS-CM2,,
3911,1860,historical,ACCESS-CM2,0.028213856026557266,0.018019390943375957
4302,1861,historical,ACCESS-CM2,0.02310380806374052,0.012738211352989649
4693,1862,historical,ACCESS-CM2,0.02039960774041406,0.00876961307606833
5084,1863,historical,ACCESS-CM2,0.015774587296104835,0.002892618825422115
5475,1864,historical,ACCESS-CM2,0.0008184571796420077,-0.009568539056468787
5866,1865,historical,ACCESS-CM2,-0.006928294014123975,-0.0184682078666421
6257,1866,historical,ACCESS-CM2,-0.003905975585021096,-0.01598679870181152
6648,1867,historical,ACCESS-CM2,-0.005252590837515317,-0.01726583401667148
7039,1868,historical,ACCESS-CM2,-0.004155184644993407,-0.017154969306366962
7430,1869,historical,ACCESS-CM2,-0.0013976033903682849,-0.014918743924313445
7821,1870,historical,ACCESS-CM2,-0.007600328687973444,-0.02049517803013792
8212,1871,historical,ACCESS-CM2,-0.014775041028757728,-0.02599685009618128
8603,1872,historical,ACCESS-CM2,-0.012167224951814545,-0.022521483776935757
8994,1873,historical,ACCESS-CM2,-0.0060599924210114385,-0.01457372540161126
9385,1874,historical,ACCESS-CM2,-0.000241855954237416,-0.009989366941906339
9776,1875,historical,ACCESS-CM2,-0.02162520702960966,-0.03189019840680251
10167,1876,historical,ACCESS-CM2,-0.03559743472597279,-0.042533579771615156
10558,1877,historical,ACCESS-CM2,-0.05056027040099307,-0.056285351063771305
10949,1878,historical,ACCESS-CM2,-0.06238859183026964,-0.06418346087878833
11340,1879,historical,ACCESS-CM2,-0.06481821401847634,-0.06478428248293006
11731,1880,historical,ACCESS-CM2,-0.0683089395405217,-0.06572631230284454
12122,1881,historical,ACCESS-CM2,-0.07238363325157976,-0.06761460804586022
12513,1882,historical,ACCESS-CM2,-0.0813750364039881,-0.07382166152991282
12904,1883,historical,ACCESS-CM2,-0.10674279020357474,-0.09737940363176642
13295,1884,historical,ACCESS-CM2,-0.10589168868071996,-0.0977243080756942
13686,1885,historical,ACCESS-CM2,-0.11205886672278681,-0.10180993289425361
14077,1886,historical,ACCESS-CM2,-0.11454079367018108,-0.10308904051603489
14468,1887,historical,ACCESS-CM2,-0.11161540820594748,-0.09889300505617858
14859,1888,historical,ACCESS-CM2,-0.11137454186785437,-0.0973346458822782
15250,1889,historical,ACCESS-CM2,-0.10468004877913473,-0.09145129878101671
15641,1890,historical,ACCESS-CM2,-0.09920383261772754,-0.08692296232795083
16032,1891,historical,ACCESS-CM2,-0.09067231108664185,-0.07953864594477977
16423,1892,historical,ACCESS-CM2,-0.0880510820724537,-0.07796459369016027
16814,1893,historical,ACCESS-CM2,-0.08654952152401783,-0.07849005406986144
17205,1894,historical,ACCESS-CM2,-0.0911044872805637,-0.08366100077502758
17596,1895,historical,ACCESS-CM2,-0.07441004905679657,-0.06739369409802505
17987,1896,historical,ACCESS-CM2,-0.059402239626705954,-0.054996263969956424
18378,1897,historical,ACCESS-CM2,-0.039925388108803236,-0.037670569399814134
18769,1898,historical,ACCESS-CM2,-0.037506479124676376,-0.03685808135302942
19160,1899,historical,ACCESS-CM2,-0.033261280359896124,-0.03361875822386121
19551,1900,historical,ACCESS-CM2,-0.03594578667436816,-0.035486003724653305
19942,1901,historical,ACCESS-CM2,-0.030558777557585286,-0.0295818466066644
20333,1902,historical,ACCESS-CM2,-0.025059752072508476,-0.02270618091308651
20724,1903,historical,ACCESS-CM2,-0.02447865550582465,-0.017446368595024075
21115,1904,historical,ACCESS-CM2,-0.0362491341762273,-0.024557801533672496
21506,1905,historical,ACCESS-CM2,-0.06011731961257726,-0.043930959241169014
21897,1906,historical,ACCESS-CM2,-0.07414878941566093,-0.053612818600063214
22288,1907,historical,ACCESS-CM2,-0.078679100949081,-0.056245553734609564
22679,1908,historical,ACCESS-CM2,-0.1026347099028644,-0.07653746485957526
23070,1909,historical,ACCESS-CM2,-0.11666413992673931,-0.08689948198950868
23461,1910,historical,ACCESS-CM2,-0.12841115090812324,-0.09543905928003786
23852,1911,historical,ACCESS-CM2,-0.1436686903479035,-0.1070825094270788
24243,1912,historical,ACCESS-CM2,-0.15625002137449118,-0.1160191238849287
24634,1913,historical,ACCESS-CM2,-0.17586582244369647,-0.13194670915343706
25025,1914,historical,ACCESS-CM2,-0.17368407949712647,-0.13014681372140843
25416,1915,historical,ACCESS-CM2,-0.16926463621783044,-0.1263767817024325
25807,1916,historical,ACCESS-CM2,-0.16411611257151268,-0.12268987588387142
26198,1917,historical,ACCESS-CM2,-0.16917110833139465,-0.1257579718504467
26589,1918,historical,ACCESS-CM2,-0.15651795382071892,-0.11310811527247372
26980,1919,historical,ACCESS-CM2,-0.14958526500866645,-0.10400571586754707
27371,1920,historical,ACCESS-CM2,-0.13277390585395124,-0.08814315167882186
27762,1921,historical,ACCESS-CM2,-0.13298962248844684,-0.08937273572560889
28153,1922,historical,ACCESS-CM2,-0.1361421568737925,-0.09581740444413994
28544,1923,historical,ACCESS-CM2,-0.11595513269566332,-0.08163443045886327
28935,1924,historical,ACCESS-CM2,-0.0900053924686147,-0.061556208322782795
29326,1925,historical,ACCESS-CM2,-0.04414535657048959,-0.02255686843888118
29717,1926,historical,ACCESS-CM2,-0.016189536923528085,-0.002539337474793623
30108,1927,historical,ACCESS-CM2,0.0011894979926073085,0.009580046619259973
30499,1928,historical,ACCESS-CM2,0.023577361947042522,0.02548666713278755
30890,1929,historical,ACCESS-CM2,0.03611896475644037,0.03421007147112235
31281,1930,historical,ACCESS-CM2,0.05352602882661811,0.04951066250920836
31672,1931,historical,ACCESS-CM2,0.07320340872584107,0.06449564559418984
32063,1932,historical,ACCESS-CM2,0.10158610217629423,0.08835920434786788
32454,1933,historical,ACCESS-CM2,0.1299274707332567,0.11205012964203587
32845,1934,historical,ACCESS-CM2,0.14440154335007166,0.12574309882916043
33236,1935,historical,ACCESS-CM2,0.1615702044712513,0.14134287949463478
33627,1936,historical,ACCESS-CM2,0.17922360840079976,0.1571460921613023
34018,1937,historical,ACCESS-CM2,0.19656157549549572,0.17074142666521488
34409,1938,historical,ACCESS-CM2,0.19747259224067382,0.1694653383209056
34800,1939,historical,ACCESS-CM2,0.2014178767884773,0.17232746701679152
35191,1940,historical,ACCESS-CM2,0.20555652736026375,0.17499124240504826
35582,1941,historical,ACCESS-CM2,0.20490601555634755,0.17304886851770213
35973,1942,historical,ACCESS-CM2,0.2152784470201314,0.1856677694234125
36364,1943,historical,ACCESS-CM2,0.21951071048576754,0.18952681496102514
36755,1944,historical,ACCESS-CM2,0.21990704248199816,0.1894924069572054
37146,1945,historical,ACCESS-CM2,0.2040990974022527,0.1750786065817943
37537,1946,historical,ACCESS-CM2,0.19750061632441432,0.17101405649912294
37928,1947,historical,ACCESS-CM2,0.18320973339472837,0.15973533462156955
38319,1948,historical,ACCESS-CM2,0.186738409217479,0.16604789697019676
38710,1949,historical,ACCESS-CM2,0.18512149413762216,0.16486509846283834
39101,1950,historical,ACCESS-CM2,0.18528522074654852,0.16548413568252304
39492,1951,historical,ACCESS-CM2,0.19023422473365037,0.17045787036739743
39882,1952,historical,ACCESS-CM2,0.18440087545482547,0.1653752174151034
40272,1953,historical,ACCESS-CM2,0.17953760005921565,0.16224251051163588
40662,1954,historical,ACCESS-CM2,0.16629424638204882,0.1494329891663062
